"Address","Occurrences","H2-1","H2-1 Length","H2-2","H2-2 Length","Indexability","Indexability Status"
"https://www.onlinegamblingcanada.com/news/top-canadian-sportsbooks-for-nfl-and-nhl","2","Read more","9","More in Sportsbook","18","Indexable",""
"https://www.onlinegamblingcanada.com/news/esports-betting-in-canada-trend-or-fad","2","Read more","9","More in Sports Betting","22","Indexable",""
"https://www.onlinegamblingcanada.com/news/canadian-online-casino-bonuses-2025-top-offers","2","Read more","9","More in Casino","14","Indexable",""
"https://www.onlinegamblingcanada.com/news/canada-sports-betting-slows-will-nfl-revive","2","Read more","9","More in Sports Betting","22","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/betbeast-sport","2","BetBeast Sport at a glance","26","Our verdict","11","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/bitkingz-casino","2","Bitkingz Casino at a glance","27","Our verdict","11","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/neospin-casino","4","Bonuses","7","Games and banking","17","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/lucky7even-casino","4","Games and software","18","Banking and support","19","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/888-poker-ontario","2","888 Poker Ontario at a glance","29","Our verdict","11","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/las-vegas-casino","3","Verdict","7","Las Vegas Casino at a glance","28","Indexable",""
"https://www.onlinegamblingcanada.com/news/ontario-exclusive-slots-worth-playing","2","Read more","9","More in Casino Games","20","Indexable",""
"https://www.onlinegamblingcanada.com/news/rise-of-live-dealer-games-in-canada","2","Read more","9","More in Casino Games","20","Indexable",""
"https://www.onlinegamblingcanada.com/top-10-most-searched-online-casino-games-in-canada","1","Learn to play — and play smart","30","","0","Indexable",""
"https://www.onlinegamblingcanada.com/ontario-casino-apps","2","Why Ontario is different","24","App or mobile browser?","22","Indexable",""
"https://www.onlinegamblingcanada.com/news/ontario-igaming-four-years-what-changed","8","From grey market to regulated marketplace","41","What has genuinely improved","27","Indexable",""
