"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://www.onlinegamblingcanada.com/sports-betting","1","Indexable","","https://www.onlinegamblingcanada.com/sports-betting","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/jackpotcity-casino","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/jackpotcity-casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/playojo-casino","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/playojo-casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/draftkings-sport","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/draftkings-sport","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/about","1","Indexable","","https://www.onlinegamblingcanada.com/about","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/betinia-sports","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/betinia-sports","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/casino","1","Indexable","","https://www.onlinegamblingcanada.com/casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/games/slots","1","Indexable","","https://www.onlinegamblingcanada.com/games/slots","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/games","1","Indexable","","https://www.onlinegamblingcanada.com/games","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/sports-betting-understanding-the-basics","1","Indexable","","https://www.onlinegamblingcanada.com/sports-betting-understanding-the-basics","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/crypto-casino-deposits-in-canada-a-practical-guide","1","Indexable","","https://www.onlinegamblingcanada.com/news/crypto-casino-deposits-in-canada-a-practical-guide","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/nhl-betting-value-canada-2026-27","1","Indexable","","https://www.onlinegamblingcanada.com/news/nhl-betting-value-canada-2026-27","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/crypto","1","Indexable","","https://www.onlinegamblingcanada.com/crypto","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/spin-casino","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/spin-casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/riseofbets-casino","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/riseofbets-casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/best-mobile-casinos-in-canada","1","Indexable","","https://www.onlinegamblingcanada.com/best-mobile-casinos-in-canada","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/canada-s-online-poker-shows-steady-growth","1","Indexable","","https://www.onlinegamblingcanada.com/news/canada-s-online-poker-shows-steady-growth","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/ontario-online-casino-handle-hits-89-as-sports-betting-slows","1","Indexable","","https://www.onlinegamblingcanada.com/news/ontario-online-casino-handle-hits-89-as-sports-betting-slows","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/top-canadian-sportsbooks-for-nfl-and-nhl","1","Indexable","","https://www.onlinegamblingcanada.com/news/top-canadian-sportsbooks-for-nfl-and-nhl","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/esports-betting-in-canada-trend-or-fad","1","Indexable","","https://www.onlinegamblingcanada.com/news/esports-betting-in-canada-trend-or-fad","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/canadian-online-casino-bonuses-2025-top-offers","1","Indexable","","https://www.onlinegamblingcanada.com/news/canadian-online-casino-bonuses-2025-top-offers","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/canada-sports-betting-slows-will-nfl-revive","1","Indexable","","https://www.onlinegamblingcanada.com/news/canada-sports-betting-slows-will-nfl-revive","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/betbeast-sport","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/betbeast-sport","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/bitkingz-casino","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/bitkingz-casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/neospin-casino","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/neospin-casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/lucky7even-casino","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/lucky7even-casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/888-poker-ontario","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/888-poker-ontario","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/reviews/las-vegas-casino","1","Indexable","","https://www.onlinegamblingcanada.com/reviews/las-vegas-casino","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/ontario-exclusive-slots-worth-playing","1","Indexable","","https://www.onlinegamblingcanada.com/news/ontario-exclusive-slots-worth-playing","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/rise-of-live-dealer-games-in-canada","1","Indexable","","https://www.onlinegamblingcanada.com/news/rise-of-live-dealer-games-in-canada","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/top-10-most-searched-online-casino-games-in-canada","1","Indexable","","https://www.onlinegamblingcanada.com/top-10-most-searched-online-casino-games-in-canada","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/ontario-casino-apps","1","Indexable","","https://www.onlinegamblingcanada.com/ontario-casino-apps","","index, follow, max-image-preview:large","","","","",""
"https://www.onlinegamblingcanada.com/news/ontario-igaming-four-years-what-changed","1","Indexable","","https://www.onlinegamblingcanada.com/news/ontario-igaming-four-years-what-changed","","index, follow, max-image-preview:large","","","","",""
