"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://www.onlinegamblingcanada.com/news/no-wagering-casino-bonuses-in-canada-explained","1109","142","7,810","67,622","Normal","","","","","","","","","","en-CA","6ca88111671f3fb9460637d4de7e04cb","Indexable",""
"https://www.onlinegamblingcanada.com/sports-betting/ontario","561","102","5,500","65,681","Normal","","","","","","","","","","en-CA","fcbfdd9951ac2550ae4bbe5e517f8b9d","Indexable",""
"https://www.onlinegamblingcanada.com/games/video-poker","199","37","5,378","72,563","Fairly Easy","","","","","","","","","","en-CA","f845079b0110877d777b274cb8d3b596","Indexable",""
"https://www.onlinegamblingcanada.com/contact","61","15","4,067","69,566","Normal","","","","","","","","","","en-CA","c9319d9fab2a774621c2b56f2a13a082","Indexable",""
"https://www.onlinegamblingcanada.com/games/roulette","193","39","4,949","72,940","Fairly Easy","","","","","","","","","","en-CA","c5b3824f4d1b9be91b9d3298bf32ca61","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/cazimbo-casino","173","36","4,806","68,945","Normal","","","","","","","","","","en-CA","8c82bee554216bcc7edce7463647e463","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/campeonbet-sports","152","36","4,222","76,206","Fairly Easy","","","","","","","","","","en-CA","c62e411cde43e269eeecc4c4451d68bf","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/highroller-casino","160","36","4,444","63,263","Normal","","","","","","","","","","en-CA","3d181e71b942b41ddd5b51cc95e7e47c","Indexable",""
"https://www.onlinegamblingcanada.com/sports-betting/alberta","511","97","5,268","67,055","Normal","","","","","","","","","","en-CA","b53d7a4ecd03603af6d8ce52c66951c7","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/campobet-sports","147","35","4,200","71,931","Fairly Easy","","","","","","","","","","en-CA","885d82064f624b1c2af795f2212d598f","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/888casino","168","37","4,541","63,744","Normal","","","","","","","","","","en-CA","ddb5a943ea69b4291c2268fc31d916c8","Indexable",""
"https://www.onlinegamblingcanada.com/sports-betting","444","84","5,286","71,331","Fairly Easy","","","","","","","","","","en-CA","b22521386c06281e735919abba8d9893","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/jackpotcity-casino","163","37","4,405","54,443","Fairly Hard","","","","","","","","","","en-CA","bd864f06063cb18046be7b084c2698ec","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/playojo-casino","261","49","5,327","59,780","Fairly Hard","","","","","","","","","","en-CA","c5dd0dbca9692a76941cc101ce607777","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/draftkings-sport","155","36","4,306","67,651","Normal","","","","","","","","","","en-CA","84a3beab78d977aa8f361343ae92336","Indexable",""
"https://www.onlinegamblingcanada.com/about","163","31","5,258","37,488","Hard","","","","","","","","","","en-CA","fd7c7c268b05002cf488fb9dbaec3d48","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/betinia-sports","398","69","5,768","61,964","Normal","","","","","","","","","","en-CA","d3ecfecfc8bc4846dd9971ca98b49c0","Indexable",""
"https://www.onlinegamblingcanada.com/casino","543","100","5,430","66,711","Normal","","","","","","","","","","en-CA","116021beefd10b9e1923ef9eb0232c9c","Indexable",""
"https://www.onlinegamblingcanada.com/games/slots","209","37","5,649","74,404","Fairly Easy","","","","","","","","","","en-CA","d97273c02dcfe8e950e3304209f83ed1","Indexable",""
"https://www.onlinegamblingcanada.com/games","173","45","3,844","80,190","Easy","","","","","","","","","","en-CA","b9488ce606e942669da775b800e74300","Indexable",""
"https://www.onlinegamblingcanada.com/sports-betting-understanding-the-basics","214","41","5,220","80,172","Easy","","","","","","","","","","en-CA","78f2535f69a603664b2bceccb8cf40e7","Indexable",""
"https://www.onlinegamblingcanada.com/news/crypto-casino-deposits-in-canada-a-practical-guide","1089","147","7,408","62,355","Normal","","","","","","","","","","en-CA","c101899bbd4babd0a3dcff52deac07a1","Indexable",""
"https://www.onlinegamblingcanada.com/news/nhl-betting-value-canada-2026-27","1129","151","7,477","76,430","Fairly Easy","","","","","","","","","","en-CA","97fc1c45b64994e3fa5b06a6d5b513e0","Indexable",""
"https://www.onlinegamblingcanada.com/crypto","300","58","5,172","66,225","Normal","","","","","","","","","","en-CA","25d5c8a780e6b8a5cf534f6bed6e22c2","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/spin-casino","249","48","5,188","55,134","Fairly Hard","","","","","","","","","","en-CA","7bf413709dc28ce38da33ed0196a2bcf","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/riseofbets-casino","155","35","4,429","66,980","Normal","","","","","","","","","","en-CA","6d46880a844dbee4b33a67d03ddeb47","Indexable",""
"https://www.onlinegamblingcanada.com/best-mobile-casinos-in-canada","721","114","6,325","64,070","Normal","","","","","","","","","","en-CA","9498ac8133e0084ea6bcf5a90744fb78","Indexable",""
"https://www.onlinegamblingcanada.com/news/canada-s-online-poker-shows-steady-growth","126","20","6,300","69,512","Normal","","","","","","","","","","en-CA","5995cceea2786704fe3ee89034263600","Indexable",""
"https://www.onlinegamblingcanada.com/news/ontario-online-casino-handle-hits-89-as-sports-betting-slows","145","22","6,591","60,118","Normal","","","","","","","","","","en-CA","b5a62a6dcb41166aedeb4f68125758e0","Indexable",""
"https://www.onlinegamblingcanada.com/news/top-canadian-sportsbooks-for-nfl-and-nhl","141","20","7,050","85,079","Easy","","","","","","","","","","en-CA","7d51e43d150aeb96840f380fe105ca30","Indexable",""
"https://www.onlinegamblingcanada.com/news/esports-betting-in-canada-trend-or-fad","155","24","6,458","75,290","Fairly Easy","","","","","","","","","","en-CA","a3991bbb8f15b9819c3d5cfd848620c7","Indexable",""
"https://www.onlinegamblingcanada.com/news/canadian-online-casino-bonuses-2025-top-offers","156","23","6,783","66,001","Normal","","","","","","","","","","en-CA","74c0563f9c4d676fce00f37c601e43ce","Indexable",""
"https://www.onlinegamblingcanada.com/news/canada-sports-betting-slows-will-nfl-revive","179","26","6,885","76,492","Fairly Easy","","","","","","","","","","en-CA","d27df6670ec396806f9c3f82a63a078f","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/betbeast-sport","146","36","4,056","72,342","Fairly Easy","","","","","","","","","","en-CA","966897195a9cfb64b758dc19fa6cecc7","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/bitkingz-casino","158","35","4,514","71,605","Fairly Easy","","","","","","","","","","en-CA","bf968a35388e7729b62dc18e8d9ebf74","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/neospin-casino","275","52","5,288","60,262","Normal","","","","","","","","","","en-CA","30d436448131ee34552ffefc101ebff5","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/lucky7even-casino","311","56","5,554","56,752","Fairly Hard","","","","","","","","","","en-CA","30210ff2d15c0dc8fe963422f019f7a7","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/888-poker-ontario","162","36","4,500","75,368","Fairly Easy","","","","","","","","","","en-CA","fe306a71b77a3af221addcd8967a3745","Indexable",""
"https://www.onlinegamblingcanada.com/reviews/las-vegas-casino","221","45","4,911","57,915","Fairly Hard","","","","","","","","","","en-CA","2b1f53bfb0200b42d24a3afdc20bbb0d","Indexable",""
"https://www.onlinegamblingcanada.com/news/ontario-exclusive-slots-worth-playing","148","24","6,167","69,674","Normal","","","","","","","","","","en-CA","a20ed8eec48732915f8eb4debe1d1910","Indexable",""
"https://www.onlinegamblingcanada.com/news/rise-of-live-dealer-games-in-canada","148","22","6,727","65,676","Normal","","","","","","","","","","en-CA","be4f413ca1da21334c91af9f3b119914","Indexable",""
"https://www.onlinegamblingcanada.com/top-10-most-searched-online-casino-games-in-canada","412","84","4,905","82,965","Easy","","","","","","","","","","en-CA","edec1c0234ca8479e72c1eb0bbcbf998","Indexable",""
"https://www.onlinegamblingcanada.com/ontario-casino-apps","335","59","5,678","65,712","Normal","","","","","","","","","","en-CA","3b5d506605e334580666199ba47bcdc4","Indexable",""
"https://www.onlinegamblingcanada.com/news/ontario-igaming-four-years-what-changed","1088","154","7,065","60,789","Normal","","","","","","","","","","en-CA","e244801fceddb96ef391dd1b863bec48","Indexable",""
